user_name,place_id,place_name,rating,review_text,review_time
Dineshwar Nithyanantham,ChIJ9dVwpNXlBjsRYDGYo7XkJsE,Ayyanar Kovil Waterfalls,5,A hidden gem in the western ghats! You need to obtain permission and go for a 2hr long trek to reach the falls. There is a small waterfall near the temple which is easily accessible and suitable for family. But the original falls is inside the forest. Hike only in the noon as this is a territory of wild elephants. You could see it's dung every 10 steps. Safe way is to have a local guide from forest office.,6 years ago
Saravana Kumar,ChIJ9dVwpNXlBjsRYDGYo7XkJsE,Ayyanar Kovil Waterfalls,5,"It's pure nature . Visit Solo or with friends , sometimes family too but not recommendable . Ask local before visit for water condition. Don't go on weekends. Take atleast hafe day to spend here . Go along with food and water . Enjoy",6 months ago
ArJuKa,ChIJTQ51yEc5BDsRchgzbmWedQM,Ambai Periyakovil Padithurai,5,"Our visit fell on a drizzling day, allowing us to enjoy the refreshing, chilling atmosphere near the flowing Thamirabarani River. The majestic sight of the Rajagopuram, visible from both far and near, is truly unforgettable. The temple’s location right on the riverbank is stunning; the water stream is especially beautiful and high during season times. The small crossover bridge adds a wonderful touch, making the whole place an elegant destination for nature lovers and photoshohoots. This beautiful setting has been featured in countless movies",4 months ago
Gauthaman AR,ChIJTQ51yEc5BDsRchgzbmWedQM,Ambai Periyakovil Padithurai,5,Nature's best place..thambirani flows clean and powerful. Bathing is awesome here we can spend whole day here. But bath safely,7 months ago
Srividhya Rajesh,ChIJTQ51yEc5BDsRchgzbmWedQM,Ambai Periyakovil Padithurai,5,"The river’s scenery sounds amazing crystal‑clear water, and that cool, breezy vibe really set the mood. It’s the kind of spot that makes you want to linger and soak it all in. But beware of the slippery rocks.",4 months ago
Sailesh Babu,ChIJTQ51yEc5BDsRchgzbmWedQM,Ambai Periyakovil Padithurai,4,Went in Feb and had decent levels of water. Good enough to get a dip. Water was cool and there was ilam veyil. Perfect for a dip. Crowd was light as well,2 months ago
Shriram,ChIJTQ51yEc5BDsRchgzbmWedQM,Ambai Periyakovil Padithurai,5,"Most beautiful place where a temple located nearby the bank of thamirabarani river, water stream will be beautiful and high during the season times. A small crossover bridge is wonderful and the whole place is very elegant for enjoying the nature and photoshoots.",a year ago
Rijas Galleria,ChIJWbtqLwArBDsRGyMHNLc54jA,Main falls Arch,4,"The major drawback is the lack of proper maintenance. Unfortunately, this tourist area is not well maintained. Cleanliness is a serious concern, as the surroundings are not clean or hygienic. Many visitors do not follow basic discipline, which makes the area messy and unpleasant at times. Better waste management, cleanliness drives, and visitor awareness are urgently needed to preserve the beauty of this place.

Coutrallam Waterfalls is one of the most beautiful and famous tourist attractions in Tamil Nadu. The waterfalls are truly refreshing and scenic, especially during the season when the water flow is strong. The natural surroundings and the sound of the falling water make it a relaxing and enjoyable place for visitors.",3 months ago
Sethu M,ChIJWbtqLwArBDsRGyMHNLc54jA,Main falls Arch,5,"Coutrallam  near to tenkasi onway to shencottai route connecting kerala border..
Near about  6 falls is their.
Boarding lodging ,every where around coutrallam .
Around main falls lot of shopping..kasi vishwa nather temple also there..
2 bus stand is there.
.From June to  dec is sessional  period to take bath in falls
Heavy water falls if come from hill will not be allowed  take bath.
Police security all 24 hrs..
Day time heavy rush  and night after 10 p.m.will be freetske bath. Freely.
Gens ,ladies separate   via.
Dressing  room behind falls separately.for women's and gens..
Car  van parking free .1 kms from the hills..
Veg and non vegtarian hotels also there.
Natural location to enjoy.the scenario..",4 months ago
Hassan Sowkath,ChIJWbtqLwArBDsRGyMHNLc54jA,Main falls Arch,5,Stayed for 4 days and went there every night. Surreal experience as there is no crowd but heavy water flow in the falls. Took bath fullest to the heart's content.,7 months ago
Ramakrishnan V,ChIJWbtqLwArBDsRGyMHNLc54jA,Main falls Arch,5,Night time no croud.. enjoying well with your family,8 months ago
Nadarajan Muthukumarasamy,ChIJWbtqLwArBDsRGyMHNLc54jA,Main falls Arch,5,Visited on August 2nd & 3rd early morning 5.00 am. Heavy rush even in that early hours. Allowing 24 hours. Nice experience. Had a fantastic refreshment,8 months ago
Kareem Kani,ChIJ4ad1C085BDsR-sHSg1RYqGI,Sankaralinga samy padithurai,4,"This small river is a great place to go for a bath, but it is not recommended for swimming. The water is clean and clear, but the bottom is rocky, and the river is not wide enough to swim in safely. Additionally, the water can be strong at times, making it unsafe for children to swim in.

There are also a few areas where you can sit down and relax in the water.

Overall, this is a great place to go for a bath. It's perfect for families with kids, and it's also a great place to relax and cool off on a hot day.",2 years ago
Sabari Ram,ChIJ4ad1C085BDsR-sHSg1RYqGI,Sankaralinga samy padithurai,5,Good place to take bath in river but fully rocks.. sit relax and bath... It's a meditation,4 years ago
Shamsudeen Makthum,ChIJ4ad1C085BDsR-sHSg1RYqGI,Sankaralinga samy padithurai,4,Good place to spend with family. Little bit inner from Main road of ambasamudram. There is no shops to by anything near by. You have to take your food from ambasamudram or you can cook there is places for that. No washrooms/ toilet. You can spend a hole day.,4 years ago
sudar pillai,ChIJ4ad1C085BDsR-sHSg1RYqGI,Sankaralinga samy padithurai,5,Best place ti spend some time in and around ambasamudram.....not much crowd....waterflow is rapid so be careful,6 years ago
Vimal M,ChIJ4ad1C085BDsR-sHSg1RYqGI,Sankaralinga samy padithurai,5,Best place to chill in the river if you are on the way from Tenkasi to thirunelveli. It is exactly located at Ambasamudram place. Must visit to experience the view,2 years ago
shotsby_senthil,ChIJdxLncnIpBDsRVTR-LGvw5IE,Courtallam Tenkasi Road Taj Mahal taxi parking,4,Total courtallam and tenkasi wonderful place .. lot to see more than 3 days it'll take to cover,5 months ago
Mani Kandan,ChIJdxLncnIpBDsRVTR-LGvw5IE,Courtallam Tenkasi Road Taj Mahal taxi parking,5,Happy enjoyment ...,7 months ago
Mani kandan S,ChIJdxLncnIpBDsRVTR-LGvw5IE,Courtallam Tenkasi Road Taj Mahal taxi parking,5,Superb nature,8 months ago
Esakki Raj,ChIJdxLncnIpBDsRVTR-LGvw5IE,Courtallam Tenkasi Road Taj Mahal taxi parking,2,"Narrow single road , Government should expand my kind request",a year ago
Sakthivel P,ChIJdxLncnIpBDsRVTR-LGvw5IE,Courtallam Tenkasi Road Taj Mahal taxi parking,5,Very good,8 months ago
Aravind R,ChIJ0xaj02V5BjsRnOSAKrKLr0c,Thenmala Eco Adventure Park,4,Great place for stay having rooms and dorms also. The whole place was well ventilated and very peaceful. The food served was very very good. Kerala style lunch. Great,2 months ago
Jophin,ChIJ0xaj02V5BjsRnOSAKrKLr0c,Thenmala Eco Adventure Park,4,"""5/5 stars!

An adrenaline junkie's paradise! Thenmala Adventure Park in Kollam is an unforgettable destination that offers a thrilling experience amidst nature.

Highlights:

Variety of adventure activities, including rock climbing, zip lining, and rappelling
Stunning natural surroundings, with lush forests and picturesque valleys
Well-trained and safety-conscious staff
Clean and well-maintained facilities
Perfect spot for team-building exercises and corporate events

A must-visit for:

Adventure enthusiasts seeking a thrilling experience
Nature lovers who want to explore the great outdoors
Families looking for a fun and exciting day out
Corporate teams seeking a unique team-building experience

Tips:

Wear comfortable and sturdy shoes for adventure activities
Bring plenty of water and snacks to stay hydrated and energized
Follow safety instructions carefully to ensure a safe experience
Take your time to enjoy the stunning natural surroundings

Thenmala Adventure Park is an absolute must-visit destination for anyone seeking an adrenaline rush amidst nature. The park's safety-conscious staff, stunning natural surroundings, and variety of adventure activities make it an unforgettable experience. Highly recommended!""",a year ago
Deepa Rahul Easwar,ChIJ0xaj02V5BjsRnOSAKrKLr0c,Thenmala Eco Adventure Park,1,"Please be careful while visiting this place. One of my friends recently visited this park and there was an activity that was apparently not open for public - but there were no sign boards informing that. My friend climbed all the way up and then the officials suddenly decided that he should be asked to return down. As he climbed back he fell on to a concrete slab with absolutely no layer of protection on the floor. He had a spine fracture and underwent an immediate surgery that night at Kim’s. He is currently recovering with assistance and will definitely take a couple of months to reach normalcy. If this is the value placed on human life by our government spaces then where exactly can we safely enjoy a holiday ?
Very dangerous and poorly maintained place- please avoid 🙏🏻",2 months ago
Suganya Nishanth,ChIJ0xaj02V5BjsRnOSAKrKLr0c,Thenmala Eco Adventure Park,5,"Eco Adventure Park the way to reach there was a good experience to enjoy the ride through pickup 🛻 . Zip line, Infinity Swing, Adventure Rope Walk, Mountain Climbing and more available. They have a package based on that we can choose to experience. Maintained well, experienced team, friendly and peaceful environment. Restrooms available. Must visit places in Thenmala.",a year ago
Abhishek,ChIJ0xaj02V5BjsRnOSAKrKLr0c,Thenmala Eco Adventure Park,4,"This place is a bit underrated but is definitely worth a visit during your Kollam trips. Initially, I thought it was mainly for kids, but that’s not true—adults can also have a great time here with the adventure activities.

The park offers a zipline, multiple obstacle courses, paddle boarding, a small shooting range, and more.

To access the park, you need to buy an entry ticket at the dam’s entry point and then travel about 1 km to reach the location. There’s a parking area where you can leave your vehicle, and if you’re coming as a group, you can easily spend 2 to 3 hours enjoying the activities.

The guides here are more helpful and organized compared to most government-run parks, which adds to the overall experience.",a year ago
Anish Sudhakaran,ChIJM0QzRSjWBTsRnN8-I46qXuE,Kallada Dam,5,"Entry ticket is Rs.10/-
View from the top of dam is superb.
Must visit place...
For getting view of top of dam.
U need to walk more than 100 steps..
Steps are well maintained.
Senior citizen also can walk easily.
Rest points are there between steps.
U can take rest and then walk..
On top of dam ..
There are some shops..
We went in morning shops were closed at that time..
Must go in early morning session.
That would be better.
So that u can climb stairs case easily and speedily..",5 months ago
Jaison Thomas,ChIJM0QzRSjWBTsRnN8-I46qXuE,Kallada Dam,1,"The place has a lot of natural beauty and plenty of green spaces, but unfortunately it’s not maintained well. There are many activities like boating, zipline, deer park, butterfly park, etc., but everything feels poorly organized and confusing. Tickets have to be purchased from different counters, and surprisingly UPI payments are not accepted, which makes the process inconvenient.
The biggest downside is the condition of the toilets, they are extremely unhygienic and look like they haven’t been cleaned in a long time. Overall, the location has great potential and is naturally a very good place, but the lack of proper maintenance and management really affects the experience.",2 months ago
PRATHIUSH P,ChIJM0QzRSjWBTsRnN8-I46qXuE,Kallada Dam,5,"Its a nice place to spend time and enjoy the calmness of nature and beauty of dam, river....
Can't explain the beauty in words.
⚠️be aware of monkeys while eating snacks or icecream, especially for children",7 months ago
S NATARAJAN,ChIJM0QzRSjWBTsRnN8-I46qXuE,Kallada Dam,4,Beautiful place. Highly recommended bike ride from Trivandrum city.,4 months ago
Nabeel Ahmed,ChIJM0QzRSjWBTsRnN8-I46qXuE,Kallada Dam,3,Beautiful place to walk and enjoy nature but lacks facilities such as clean toilets or good restaurants,3 months ago
Dr. Raguram Urologist,ChIJPfdqvkIoBDsRULHUSqls3ZE,Kushi Water Park,5,It's a small but nice water theme park. It's situated in a scenic place with Western ghats in the background. Good for families with kids and those not expecting hi-fi stuff. Can spend 2-3 hours here on the way it Courtallam or while coming back. The routine access road is temporarily blocked. There is no big sign board on main road. We need to talk to their office to know the alternate road.,8 years ago
Marudhu Subash,ChIJPfdqvkIoBDsRULHUSqls3ZE,Kushi Water Park,2,"Just an half an hour is enough for adult. Nothing new, at the same time most of the things are not maintained it is in the form of rust.",6 years ago
