node,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,katz_centrality,pagerank,hits_hub,hits_authority,label,node_type,average_rank
place::ChIJnxEU5r8pBDsRUriXx2MH-XI,0.1320754716981132,0.005625879043600563,0.35372795008380215,0.0,-0.06357020805401147,0.006909807292822922,0.00013718828539611557,0.00013718828539611565,Arulmigu ooikaattu sudalai swamy kovil,place,89.5
place::ChIJYfpHd9CBBjsR0OVER0vPDzQ,0.05660377358490566,0.005811639200700581,0.37978156680385555,0.0,-0.04367004246714937,0.0041485652075695136,0.00027380767924857664,0.00027380767924857713,Muthusamy Park,place,89.75
place::ChIJF1I-4B8uBDsRBisQ2NN5OiQ,0.025157232704402517,0.003741740307300374,0.38303683737646005,0.0,-0.039650136040334225,0.003070685220054779,0.00041247506513401226,0.00041247506513401215,Kadana Nathi Dam,place,90.375
place::ChIJDbOCbOEpBDsRGXzqHo5TGck,0.031446540880503145,0.0001592229918000159,0.3852381985108075,0.0,-0.03546037512370251,0.002987034622025951,0.0006799184267711028,0.0006799184267711028,Ai4 Imaging and Indexing Private Limited,place,90.375
place::ChIJ4Uo7n3mdBjsRqe7VZR4A1po,0.11320754716981132,0.01440968075790144,0.34287184931396675,0.0,-0.062121050422295536,0.007230999134509116,4.932382876416339e-05,4.932382876416351e-05,ARULMIGU THIRUMALAIYANDAVAR KOVIL,place,90.5
place::ChIJcdBTWrKFBjsRfnEQkscgshs,0.025157232704402517,0.009632991003900963,0.34821530670587275,0.0,-0.0411194451355357,0.0035734957361781648,0.0001660558734258562,0.0001660558734258561,கடையநல்லூர் கல்லாறு,place,91.625
place::ChIJVaySRBQqBDsRTiMS9vg2e2E,0.025157232704402517,0.0,0.36529398659880385,0.0,-0.030046641035835674,0.0015743525780423033,0.000932007167473459,0.0009320071674734583,"Courtallam Tourism ,குற்றாலம் சுற்றுலா",place,93.25
place::ChIJGbc6sSKdBjsRmvw5EigekSo,0.12578616352201258,0.0027067908606002705,0.3343214291315736,0.0,-0.06572923458207193,0.007838769880345106,6.094036084854787e-05,6.09403608485477e-05,Surandai Sri Pathirakaliamman Temple,place,93.75
place::ChIJ2aTh0oMrBDsRv4cmIKqt01A,0.01886792452830189,0.006528142663800652,0.3446346865855039,0.0,-0.03947529758747903,0.0018827437901694742,0.00018410046965397405,0.0001841004696539739,Pazhathotta aruvi,place,94.75
place::ChIJKav0Do8pBDsRONXe_wPVWg4,0.1320754716981132,0.0001592229918000159,0.34821530670587275,0.0,-0.06489097771102913,0.006877531550866601,0.00014215518227205507,0.0001421551822720552,Thirumalai Murugan Temple,place,95.125
place::ChIJr72NwE6DBjsRvST4d7NaI3s,0.050314465408805034,0.006766977151500676,0.33183884426178467,0.0,-0.04549599554435252,0.0038534935977867155,9.58488471808932e-05,9.584884718089326e-05,Tenkasi Municipal Park,place,95.625
place::ChIJqSs_jz4rBDsRsP1P89QtBvA,0.03773584905660378,0.0120213358809012,0.3046883933676387,0.0,-0.04450741474095664,0.00451047839038121,5.504887088546239e-05,5.5048870885462356e-05,Mayiladumparai,place,96.5
